Sentiment,tweet
1,ahh well maybe we ll meet up another time soda fountain closes at midnight so if not there around the neighborhood one day
0,great black eye peas is playing for the sixth time this second
1,yay horse riding and fisher and donaldson cafe
1,morning miss did you enjoy your quiet night in last night i believe was on the cards
0,im sick cough cough
0,why do hd movise take so long to upload
0,ooh that s not good how d that happen
1,i chopped my nails off and my hair off apparently it s chop crap off day let s go for a leg
1,real short night may as well go eat
0,true that s why i haven t updated my multiply account for almost a week
0,no sleep drunk i &lt; chicago still haven t eaten though
0,am i part of them
0,has misquito bites one on my face
1,finally home i guess that s what happens when you live and work on the same side of the island ;p night tweeps god is love
0,i am so tired of my job poo
0,spending whole week debugging looking for crash in xp
0,lol all is well we started on a new song and i wanted give a sneak peak preview ill be here til am anyway how r u
1,heading to the comcast center for the catwalk classic hope to see y all there
1,hey no problem looking forward to the weekend got an addition to the family coming home have a good weekend
1,oh yeah that monkey sure is getting his freak on
0,just saw a friend get robbed in a karaoke competition we thought he had it in the bag
0,nice weekend now im shattered and have lots of abandoned fmp work to do boo
0,was totally looking forward to having a bowl of ice cream then realised we had no ice cream utterly devo
0,i m thinking i m thinking but currently on the library wait list for it may take a year to get that
1,oh she didn t just graduate just finished first year and is home for a visit but thank you
0,still no direct message for me what the hell am i complaining about i ll c ya in if u don t answer i ll ask in *
0,feels like i did good on my english test but i hate the drive to bcit km tomorrow
1,star trek is the perfect way to celebrate
1,i d like to give you a big hello
1,hey me too glad you had a good time doing whatever it is that u were doing
0,consequence of shopping in e leclerc worth almost â¬
0,i can edit musicvideos at cinema sizes in realtime but rendering a flash video preview takes an hour ** hey yo tired of using technology
0,work not feeling well all anyone wants to come take care of me
0,just got home from school i m so tired
1,im home it was a funny day i have new shose i like they
1,amazing concept worth the loading wait
0,can you lend me one i have a cold too
1,my favorite blog hands down the man knows fashion
0,hay fever the stuff of champions
0,i want a rain poncho i didn t know u sold them i would of so got one tonight
1,hi sight seeing in gurgaon how far is south delhi from there hour drive
0,icing my ankle rolled it over playing basketball
1,has one more week before she starts working again yay
1,isn t even to austin yet and already met an rd from another property excited
0,fuggin allergies are full on the last days
0,stupid storm is still going been up since reading eclipse to distract me from the storm i still might have to do that
1,is calling it a day time to go home to the little boy
0,god damn horse mel
0,feeling a little
1,hey thanks s &amp; iso used live view to frame it amazing how quickly it moves across the frame
1,it s working out now all i have to do is get off this crampy spree and we can sunbathe
1,hey ther hun &lt; sorry but i gtg im going shopping haha well ill tweet u later go back on later tonite bye
0,ltroi is awesome surely u d seen this before so wish scissor sisters were on the lollapalooza bill it needs a little glam
1,hope everything is going good for you aubrey hoping to still hear you singing love ur voice i deff miss dk tho reunite
1,math exam in hours someone please wish me luck birthday in days ppl canada here i come
0,sorry i am maxed at
1,thx for the
1,well i am crashing out on the sofa you too catch you in the week
0,yup it s raining here
0,hi lyyyyyyyyyyyyyysssssssssssssss did you delete your happy birthdayâ´s tweet for me i had it in my favs iâ´m very sad
0,too bad
0,i m sorry to hear that what s wrong
1,i agree with that being lazy rocks
1,yes your welcomee where do you come from
1,going to find some breakfast or lunch i guess at this point kiss fm summer concert tonight in ft collins see you there
1,thanks like i said on facebook you just made me awesomely happy thanks
0,i haven t memorie enough on my computer
1,saving stuff for the backup then outta here for a while cooked for the week i must say that me &amp;father ain t that bad teamed up
1,new outfit and a pair of shoes is allifound will have to go out again this week
0,cannot sleep
0,watching private practice theyre in venice beach and reminising about my holiday there last year missing it
1,the report on a new pc i promised i would publish
1,i hope so what are you doing today
1,at work macbook connected to the company network then back in to the home network happy man
0,i think everyone who i was talking to fell asleep on me at the same time
0,where did the sun go
0,i feel like shit
1,where ka work ingats
1,gotta go good night everyone
1,piper shower
1,i just gave my friend some excellent advice laughs
1,good luck with the design remember the little people heading to bed goodnight
0,i miss you alex
1,should be a great dday
1,omg bb was too much hahaha xp yay fo fam jam gonna hit the movies with my dad and my sis tonight
0,looking for work experience for transition year but so far nothing
1,he s back meeting him in mins
1,i love corey
0,are you able to call me back i was in the doctors with diabetes problems dont worry if you cant though
1,awh joey sounds so cute
0,i don t know if it is oprah s fault or ashton s or what but gets verylittle tweetlove these days
0,needs someone to cuddle
1,p s thought it was a good review tho and will prob see it
1,kyle is here and i am about to get some action first to wins
0,yeah haha www jasondolley com i think thats right haha he looks better with hair haha
0,no more brother for weeks
0,flight was cancelled so far can t get out till tuesday
0,its not arrived in hertfordshire yet
0,lmao hahaha owww headache
1,i m lisa freds fun night sleep hopefully
0,why is the seniors last day so sad to me
0,awake but don t want to get up
1,f in china finished germany roules
0,ugh fresh is closed too late bummer
0,i feel really not so good right now
